subject,level,class_level,series,paper,title,path
"Further Mathematics",advanced,upper_sixth,"a_science",2,"CAMEROON GCE ADVANCED LEVEL FURTHER MATHEMATICS P1 SET 2","content/papers/further-mathematics/mcq-2.md"
"Further Mathematics",advanced,upper_sixth,"a_science",3,"CAMEROON GCE ADVANCED LEVEL FURTHER MATHEMATICS P1 SET 3","content/papers/further-mathematics/mcq-3.md"
"Further Mathematics",advanced,upper_sixth,"a_science",1,"CAMEROON GCE ADVANCED LEVEL FURTHER MATHEMATICS P2 SET 1","content/papers/further-mathematics/set-1.md"
"Further Mathematics",advanced,upper_sixth,"a_science",2,"CAMEROON GCE ADVANCED LEVEL FURTHER MATHEMATICS P2 SET 2","content/papers/further-mathematics/set-2.md"
"Further Mathematics",advanced,upper_sixth,"a_science",3,"CAMEROON GCE ADVANCED LEVEL FURTHER MATHEMATICS P2 SET 3","content/papers/further-mathematics/set-3.md"
"Further Mathematics",advanced,upper_sixth,"a_science",4,"CAMEROON GCE ADVANCED LEVEL FURTHER MATHEMATICS P2 SET 4","content/papers/further-mathematics/set-4.md"
"Further Mathematics",advanced,upper_sixth,"a_science",5,"CAMEROON GCE ADVANCED LEVEL FURTHER MATHEMATICS P2 SET 5","content/papers/further-mathematics/set-5.md"
"Further Mathematics",advanced,upper_sixth,"a_science",6,"CAMEROON GCE ADVANCED LEVEL FURTHER MATHEMATICS P2 SET 6","content/papers/further-mathematics/set-6.md"
"Further Mathematics",advanced,upper_sixth,"a_science",7,"CAMEROON GCE ADVANCED LEVEL FURTHER MATHEMATICS P2 SET 7","content/papers/further-mathematics/set-7.md"
"Further Mathematics",advanced,upper_sixth,"a_science",8,"CAMEROON GCE ADVANCED LEVEL FURTHER MATHEMATICS P2 SET 8","content/papers/further-mathematics/set-8.md"
"Geography",advanced,upper_sixth,"a_arts",1,"CAMEROON GCE ADVANCED LEVEL GEOGRAPHY P1 SET 1","content/papers/geography/mcq-1.md"
"Geography",advanced,upper_sixth,"a_arts",2,"CAMEROON GCE ADVANCED LEVEL GEOGRAPHY P1 SET 2","content/papers/geography/mcq-2.md"
"Geography",advanced,upper_sixth,"a_arts",3,"CAMEROON GCE ADVANCED LEVEL GEOGRAPHY P1 SET 3","content/papers/geography/mcq-3.md"
"Geography",advanced,upper_sixth,"a_arts",1,"CAMEROON GCE ADVANCED LEVEL GEOGRAPHY P2 SET 1","content/papers/geography/set-1.md"
"Geography",advanced,upper_sixth,"a_arts",2,"CAMEROON GCE ADVANCED LEVEL GEOGRAPHY P2 SET 2","content/papers/geography/set-2.md"
"Geography",advanced,upper_sixth,"a_arts",3,"CAMEROON GCE ADVANCED LEVEL GEOGRAPHY P2 SET 3","content/papers/geography/set-3.md"
"Geography",ordinary,form_5,"general, arts",4,"CAMEROON GCE ORDINARY LEVEL GEOGRAPHY P2 SET 4","content/papers/geography/set-4.md"
"Geography",ordinary,form_5,"general, arts",5,"CAMEROON GCE ORDINARY LEVEL GEOGRAPHY P2 SET 5","content/papers/geography/set-5.md"
"Geography",ordinary,form_5,"general, arts",6,"CAMEROON GCE ORDINARY LEVEL GEOGRAPHY P2 SET 6","content/papers/geography/set-6.md"
"Geography",ordinary,form_5,"general, arts",7,"CAMEROON GCE ORDINARY LEVEL GEOGRAPHY P2 SET 7","content/papers/geography/set-7.md"
"Geography",ordinary,form_5,"general, arts",8,"CAMEROON GCE ORDINARY LEVEL GEOGRAPHY P2 SET 8","content/papers/geography/set-8.md"
"Geology",advanced,upper_sixth,"a_science",1,"CAMEROON GCE ADVANCED LEVEL GEOLOGY P1 SET 1","content/papers/geology/mcq-1.md"
"Geology",advanced,upper_sixth,"a_science",2,"CAMEROON GCE ADVANCED LEVEL GEOLOGY P1 SET 2","content/papers/geology/mcq-2.md"
"Geology",advanced,upper_sixth,"a_science",3,"CAMEROON GCE ADVANCED LEVEL GEOLOGY P1 SET 3","content/papers/geology/mcq-3.md"
"Geology",advanced,upper_sixth,"a_science",1,"CAMEROON GCE ADVANCED LEVEL GEOLOGY P2 SET 1","content/papers/geology/set-1.md"
"Geology",advanced,upper_sixth,"a_science",2,"CAMEROON GCE ADVANCED LEVEL GEOLOGY P2 SET 2","content/papers/geology/set-2.md"
"Geology",advanced,upper_sixth,"a_science",3,"CAMEROON GCE ADVANCED LEVEL GEOLOGY P2 SET 3","content/papers/geology/set-3.md"
"Geology",advanced,upper_sixth,"a_science",4,"CAMEROON GCE ADVANCED LEVEL GEOLOGY P2 SET 4","content/papers/geology/set-4.md"
"Geology",advanced,upper_sixth,"a_science",5,"CAMEROON GCE ADVANCED LEVEL GEOLOGY P2 SET 5","content/papers/geology/set-5.md"
"Geology",advanced,upper_sixth,"a_science",6,"CAMEROON GCE ADVANCED LEVEL GEOLOGY P2 SET 6","content/papers/geology/set-6.md"
"Geology",advanced,upper_sixth,"a_science",7,"CAMEROON GCE ADVANCED LEVEL GEOLOGY P2 SET 7","content/papers/geology/set-7.md"
"Geology",advanced,upper_sixth,"a_science",8,"CAMEROON GCE ADVANCED LEVEL GEOLOGY P2 SET 8","content/papers/geology/set-8.md"
"History",advanced,upper_sixth,"a_arts",1,"CAMEROON GCE ADVANCED LEVEL HISTORY P1 SET 1","content/papers/history/mcq-1.md"
"History",advanced,upper_sixth,"a_arts",2,"CAMEROON GCE ADVANCED LEVEL HISTORY P1 SET 2","content/papers/history/mcq-2.md"
"History",advanced,upper_sixth,"a_arts",3,"CAMEROON GCE ADVANCED LEVEL HISTORY P1 SET 3","content/papers/history/mcq-3.md"
"History",advanced,upper_sixth,"a_arts",1,"CAMEROON GCE ADVANCED LEVEL HISTORY P2 SET 1","content/papers/history/set-1.md"
"History",advanced,upper_sixth,"a_arts",2,"CAMEROON GCE ADVANCED LEVEL HISTORY P2 SET 2","content/papers/history/set-2.md"
"History",advanced,upper_sixth,"a_arts",3,"CAMEROON GCE ADVANCED LEVEL HISTORY P2 SET 3","content/papers/history/set-3.md"
"History",ordinary,form_5,"general, arts",4,"CAMEROON GCE ORDINARY LEVEL HISTORY P2 SET 4","content/papers/history/set-4.md"
"History",ordinary,form_5,"general, arts",5,"CAMEROON GCE ORDINARY LEVEL HISTORY P2 SET 5","content/papers/history/set-5.md"
"History",ordinary,form_5,"general, arts",6,"CAMEROON GCE ORDINARY LEVEL HISTORY P2 SET 6","content/papers/history/set-6.md"
"History",ordinary,form_5,"general, arts",7,"CAMEROON GCE ORDINARY LEVEL HISTORY P2 SET 7","content/papers/history/set-7.md"
"History",ordinary,form_5,"general, arts",8,"CAMEROON GCE ORDINARY LEVEL HISTORY P2 SET 8","content/papers/history/set-8.md"
"Human Biology",ordinary,form_5,"general",1,"CAMEROON GCE ORDINARY LEVEL HUMAN BIOLOGY P1 SET 1","content/papers/human-biology/mcq-1.md"
"Human Biology",ordinary,form_5,"general",2,"CAMEROON GCE ORDINARY LEVEL HUMAN BIOLOGY P1 SET 2","content/papers/human-biology/mcq-2.md"
"Human Biology",ordinary,form_5,"general",3,"CAMEROON GCE ORDINARY LEVEL HUMAN BIOLOGY P1 SET 3","content/papers/human-biology/mcq-3.md"
"Human Biology",ordinary,form_5,"general",1,"CAMEROON GCE ORDINARY LEVEL HUMAN BIOLOGY P2 SET 1","content/papers/human-biology/set-1.md"
"Human Biology",ordinary,form_5,"general",2,"CAMEROON GCE ORDINARY LEVEL HUMAN BIOLOGY P2 SET 2","content/papers/human-biology/set-2.md"
"Human Biology",ordinary,form_5,"general",3,"CAMEROON GCE ORDINARY LEVEL HUMAN BIOLOGY P2 SET 3","content/papers/human-biology/set-3.md"
"Human Biology",ordinary,form_5,"general",4,"CAMEROON GCE ORDINARY LEVEL HUMAN BIOLOGY P2 SET 4","content/papers/human-biology/set-4.md"
"Human Biology",ordinary,form_5,"general",5,"CAMEROON GCE ORDINARY LEVEL HUMAN BIOLOGY P2 SET 5","content/papers/human-biology/set-5.md"
"Human Biology",ordinary,form_5,"general",6,"CAMEROON GCE ORDINARY LEVEL HUMAN BIOLOGY P2 SET 6","content/papers/human-biology/set-6.md"
"Human Biology",ordinary,form_5,"general",7,"CAMEROON GCE ORDINARY LEVEL HUMAN BIOLOGY P2 SET 7","content/papers/human-biology/set-7.md"
"Human Biology",ordinary,form_5,"general",8,"CAMEROON GCE ORDINARY LEVEL HUMAN BIOLOGY P2 SET 8","content/papers/human-biology/set-8.md"
"ICT",advanced,upper_sixth,"a_science, a_commercial",1,"CAMEROON GCE ADVANCED LEVEL ICT P1 SET 1","content/papers/ict/mcq-1.md"
"ICT",advanced,upper_sixth,"a_science, a_commercial",2,"CAMEROON GCE ADVANCED LEVEL ICT P1 SET 2","content/papers/ict/mcq-2.md"
"ICT",advanced,upper_sixth,"a_science, a_commercial",3,"CAMEROON GCE ADVANCED LEVEL ICT P1 SET 3","content/papers/ict/mcq-3.md"
"ICT",advanced,upper_sixth,"a_science, a_commercial",1,"CAMEROON GCE ADVANCED LEVEL ICT P2 SET 1","content/papers/ict/set-1.md"
"ICT",advanced,upper_sixth,"a_science, a_commercial",2,"CAMEROON GCE ADVANCED LEVEL ICT P2 SET 2","content/papers/ict/set-2.md"
"ICT",advanced,upper_sixth,"a_science, a_commercial",3,"CAMEROON GCE ADVANCED LEVEL ICT P2 SET 3","content/papers/ict/set-3.md"
"ICT",ordinary,form_5,"commercial, technical, science",4,"CAMEROON GCE ORDINARY LEVEL ICT P2 SET 4","content/papers/ict/set-4.md"
"ICT",ordinary,form_5,"commercial, technical, science",5,"CAMEROON GCE ORDINARY LEVEL ICT P2 SET 5","content/papers/ict/set-5.md"
"ICT",ordinary,form_5,"commercial, technical, science",6,"CAMEROON GCE ORDINARY LEVEL ICT P2 SET 6","content/papers/ict/set-6.md"
"ICT",ordinary,form_5,"commercial, technical, science",7,"CAMEROON GCE ORDINARY LEVEL ICT P2 SET 7","content/papers/ict/set-7.md"
"ICT",ordinary,form_5,"commercial, technical, science",8,"CAMEROON GCE ORDINARY LEVEL ICT P2 SET 8","content/papers/ict/set-8.md"
"Logic",ordinary,form_5,"general",1,"CAMEROON GCE ORDINARY LEVEL LOGIC P1 SET 1","content/papers/logic/mcq-1.md"
"Logic",ordinary,form_5,"general",2,"CAMEROON GCE ORDINARY LEVEL LOGIC P1 SET 2","content/papers/logic/mcq-2.md"
"Logic",ordinary,form_5,"general",3,"CAMEROON GCE ORDINARY LEVEL LOGIC P1 SET 3","content/papers/logic/mcq-3.md"
"Logic",ordinary,form_5,"general",1,"CAMEROON GCE ORDINARY LEVEL LOGIC P2 SET 1","content/papers/logic/set-1.md"
"Logic",ordinary,form_5,"general",2,"CAMEROON GCE ORDINARY LEVEL LOGIC P2 SET 2","content/papers/logic/set-2.md"
"Logic",ordinary,form_5,"general",3,"CAMEROON GCE ORDINARY LEVEL LOGIC P2 SET 3","content/papers/logic/set-3.md"
"Logic",ordinary,form_5,"general",4,"CAMEROON GCE ORDINARY LEVEL LOGIC P2 SET 4","content/papers/logic/set-4.md"
"Logic",ordinary,form_5,"general",5,"CAMEROON GCE ORDINARY LEVEL LOGIC P2 SET 5","content/papers/logic/set-5.md"
"Logic",ordinary,form_5,"general",6,"CAMEROON GCE ORDINARY LEVEL LOGIC P2 SET 6","content/papers/logic/set-6.md"
"Logic",ordinary,form_5,"general",7,"CAMEROON GCE ORDINARY LEVEL LOGIC P2 SET 7","content/papers/logic/set-7.md"
"Logic",ordinary,form_5,"general",8,"CAMEROON GCE ORDINARY LEVEL LOGIC P2 SET 8","content/papers/logic/set-8.md"
"Mathematics",advanced,upper_sixth,"a_science, a_commercial",1,"CAMEROON GCE ADVANCED LEVEL MATHEMATICS P1 SET 1","content/papers/mathematics/mcq-1.md"
"Mathematics",advanced,upper_sixth,"a_science, a_commercial",2,"CAMEROON GCE ADVANCED LEVEL MATHEMATICS P1 SET 2","content/papers/mathematics/mcq-2.md"
"Mathematics",advanced,upper_sixth,"a_science, a_commercial",3,"CAMEROON GCE ADVANCED LEVEL MATHEMATICS P1 SET 3","content/papers/mathematics/mcq-3.md"
"Mathematics",advanced,upper_sixth,"a_science, a_commercial",1,"CAMEROON GCE ADVANCED LEVEL MATHEMATICS P2 SET 1","content/papers/mathematics/set-1.md"
"Mathematics",advanced,upper_sixth,"a_science, a_commercial",2,"CAMEROON GCE ADVANCED LEVEL MATHEMATICS P2 SET 2","content/papers/mathematics/set-2.md"
"Mathematics",advanced,upper_sixth,"a_science, a_commercial",3,"CAMEROON GCE ADVANCED LEVEL MATHEMATICS P2 SET 3","content/papers/mathematics/set-3.md"
"Mathematics",ordinary,form_5,"general, science, technical",4,"CAMEROON GCE ORDINARY LEVEL MATHEMATICS P2 SET 4","content/papers/mathematics/set-4.md"
"Mathematics",ordinary,form_5,"general, science, technical",5,"CAMEROON GCE ORDINARY LEVEL MATHEMATICS P2 SET 5","content/papers/mathematics/set-5.md"
"Mathematics",ordinary,form_5,"general, science, technical",6,"CAMEROON GCE ORDINARY LEVEL MATHEMATICS P2 SET 6","content/papers/mathematics/set-6.md"
"Mathematics",ordinary,form_5,"general, science, technical",7,"CAMEROON GCE ORDINARY LEVEL MATHEMATICS P2 SET 7","content/papers/mathematics/set-7.md"
"Mathematics",ordinary,form_5,"general, science, technical",8,"CAMEROON GCE ORDINARY LEVEL MATHEMATICS P2 SET 8","content/papers/mathematics/set-8.md"
"Philosophy",advanced,upper_sixth,"a_arts",1,"CAMEROON GCE ADVANCED LEVEL PHILOSOPHY P1 SET 1","content/papers/philosophy/mcq-1.md"
"Philosophy",advanced,upper_sixth,"a_arts",2,"CAMEROON GCE ADVANCED LEVEL PHILOSOPHY P1 SET 2","content/papers/philosophy/mcq-2.md"
"Philosophy",advanced,upper_sixth,"a_arts",3,"CAMEROON GCE ADVANCED LEVEL PHILOSOPHY P1 SET 3","content/papers/philosophy/mcq-3.md"
"Philosophy",advanced,upper_sixth,"a_arts",1,"CAMEROON GCE ADVANCED LEVEL PHILOSOPHY P2 SET 1","content/papers/philosophy/set-1.md"
"Philosophy",advanced,upper_sixth,"a_arts",2,"CAMEROON GCE ADVANCED LEVEL PHILOSOPHY P2 SET 2","content/papers/philosophy/set-2.md"
"Philosophy",advanced,upper_sixth,"a_arts",3,"CAMEROON GCE ADVANCED LEVEL PHILOSOPHY P2 SET 3","content/papers/philosophy/set-3.md"
"Philosophy",ordinary,form_5,"arts",4,"CAMEROON GCE ORDINARY LEVEL PHILOSOPHY P2 SET 4","content/papers/philosophy/set-4.md"
"Philosophy",ordinary,form_5,"arts",5,"CAMEROON GCE ORDINARY LEVEL PHILOSOPHY P2 SET 5","content/papers/philosophy/set-5.md"
"Philosophy",ordinary,form_5,"arts",6,"CAMEROON GCE ORDINARY LEVEL PHILOSOPHY P2 SET 6","content/papers/philosophy/set-6.md"
"Philosophy",ordinary,form_5,"arts",7,"CAMEROON GCE ORDINARY LEVEL PHILOSOPHY P2 SET 7","content/papers/philosophy/set-7.md"
"Philosophy",ordinary,form_5,"arts",8,"CAMEROON GCE ORDINARY LEVEL PHILOSOPHY P2 SET 8","content/papers/philosophy/set-8.md"
"Physics",advanced,upper_sixth,"a_science",1,"CAMEROON GCE ADVANCED LEVEL PHYSICS P1 SET 1","content/papers/physics/mcq-1.md"
"Physics",advanced,upper_sixth,"a_science",2,"CAMEROON GCE ADVANCED LEVEL PHYSICS P1 SET 2","content/papers/physics/mcq-2.md"
"Physics",advanced,upper_sixth,"a_science",3,"CAMEROON GCE ADVANCED LEVEL PHYSICS P1 SET 3","content/papers/physics/mcq-3.md"
"Physics",advanced,upper_sixth,"a_science",1,"CAMEROON GCE ADVANCED LEVEL PHYSICS P2 SET 1","content/papers/physics/set-1.md"
"Physics",advanced,upper_sixth,"a_science",2,"CAMEROON GCE ADVANCED LEVEL PHYSICS P2 SET 2","content/papers/physics/set-2.md"
"Physics",advanced,upper_sixth,"a_science",3,"CAMEROON GCE ADVANCED LEVEL PHYSICS P2 SET 3","content/papers/physics/set-3.md"
"Physics",ordinary,form_5,"science, technical",4,"CAMEROON GCE ORDINARY LEVEL PHYSICS P2 SET 4","content/papers/physics/set-4.md"
"Physics",ordinary,form_5,"science, technical",5,"CAMEROON GCE ORDINARY LEVEL PHYSICS P2 SET 5","content/papers/physics/set-5.md"
"Physics",ordinary,form_5,"science, technical",6,"CAMEROON GCE ORDINARY LEVEL PHYSICS P2 SET 6","content/papers/physics/set-6.md"
"Physics",ordinary,form_5,"science, technical",7,"CAMEROON GCE ORDINARY LEVEL PHYSICS P2 SET 7","content/papers/physics/set-7.md"
"Physics",ordinary,form_5,"science, technical",8,"CAMEROON GCE ORDINARY LEVEL PHYSICS P2 SET 8","content/papers/physics/set-8.md"
"Pure Mathematics with Mechanics",advanced,upper_sixth,"a_science",1,"CAMEROON GCE ADVANCED LEVEL PURE MATHEMATICS WITH MECHANICS P1 SET 1","content/papers/pure-mathematics-with-mechanics/mcq-1.md"
"Pure Mathematics with Mechanics",advanced,upper_sixth,"a_science",2,"CAMEROON GCE ADVANCED LEVEL PURE MATHEMATICS WITH MECHANICS P1 SET 2","content/papers/pure-mathematics-with-mechanics/mcq-2.md"
"Pure Mathematics with Mechanics",advanced,upper_sixth,"a_science",3,"CAMEROON GCE ADVANCED LEVEL PURE MATHEMATICS WITH MECHANICS P1 SET 3","content/papers/pure-mathematics-with-mechanics/mcq-3.md"
"Pure Mathematics with Mechanics",advanced,upper_sixth,"a_science",1,"CAMEROON GCE ADVANCED LEVEL PURE MATHEMATICS WITH MECHANICS P2 SET 1","content/papers/pure-mathematics-with-mechanics/set-1.md"
"Pure Mathematics with Mechanics",advanced,upper_sixth,"a_science",2,"CAMEROON GCE ADVANCED LEVEL PURE MATHEMATICS WITH MECHANICS P2 SET 2","content/papers/pure-mathematics-with-mechanics/set-2.md"
"Pure Mathematics with Mechanics",advanced,upper_sixth,"a_science",3,"CAMEROON GCE ADVANCED LEVEL PURE MATHEMATICS WITH MECHANICS P2 SET 3","content/papers/pure-mathematics-with-mechanics/set-3.md"
"Pure Mathematics with Mechanics",advanced,upper_sixth,"a_science",4,"CAMEROON GCE ADVANCED LEVEL PURE MATHEMATICS WITH MECHANICS P2 SET 4","content/papers/pure-mathematics-with-mechanics/set-4.md"
"Pure Mathematics with Mechanics",advanced,upper_sixth,"a_science",5,"CAMEROON GCE ADVANCED LEVEL PURE MATHEMATICS WITH MECHANICS P2 SET 5","content/papers/pure-mathematics-with-mechanics/set-5.md"
"Pure Mathematics with Mechanics",advanced,upper_sixth,"a_science",6,"CAMEROON GCE ADVANCED LEVEL PURE MATHEMATICS WITH MECHANICS P2 SET 6","content/papers/pure-mathematics-with-mechanics/set-6.md"
"Pure Mathematics with Mechanics",advanced,upper_sixth,"a_science",7,"CAMEROON GCE ADVANCED LEVEL PURE MATHEMATICS WITH MECHANICS P2 SET 7","content/papers/pure-mathematics-with-mechanics/set-7.md"
"Pure Mathematics with Mechanics",advanced,upper_sixth,"a_science",8,"CAMEROON GCE ADVANCED LEVEL PURE MATHEMATICS WITH MECHANICS P2 SET 8","content/papers/pure-mathematics-with-mechanics/set-8.md"
"Pure Mathematics with Statistics",advanced,upper_sixth,"a_science",1,"CAMEROON GCE ADVANCED LEVEL PURE MATHEMATICS WITH STATISTICS P1 SET 1","content/papers/pure-mathematics-with-statistics/mcq-1.md"
"Pure Mathematics with Statistics",advanced,upper_sixth,"a_science",2,"CAMEROON GCE ADVANCED LEVEL PURE MATHEMATICS WITH STATISTICS P1 SET 2","content/papers/pure-mathematics-with-statistics/mcq-2.md"
"Pure Mathematics with Statistics",advanced,upper_sixth,"a_science",3,"CAMEROON GCE ADVANCED LEVEL PURE MATHEMATICS WITH STATISTICS P1 SET 3","content/papers/pure-mathematics-with-statistics/mcq-3.md"
"Pure Mathematics with Statistics",advanced,upper_sixth,"a_science",1,"CAMEROON GCE ADVANCED LEVEL PURE MATHEMATICS WITH STATISTICS P2 SET 1","content/papers/pure-mathematics-with-statistics/set-1.md"
"Pure Mathematics with Statistics",advanced,upper_sixth,"a_science",2,"CAMEROON GCE ADVANCED LEVEL PURE MATHEMATICS WITH STATISTICS P2 SET 2","content/papers/pure-mathematics-with-statistics/set-2.md"
"Pure Mathematics with Statistics",advanced,upper_sixth,"a_science",3,"CAMEROON GCE ADVANCED LEVEL PURE MATHEMATICS WITH STATISTICS P2 SET 3","content/papers/pure-mathematics-with-statistics/set-3.md"
"Pure Mathematics with Statistics",advanced,upper_sixth,"a_science",4,"CAMEROON GCE ADVANCED LEVEL PURE MATHEMATICS WITH STATISTICS P2 SET 4","content/papers/pure-mathematics-with-statistics/set-4.md"
"Pure Mathematics with Statistics",advanced,upper_sixth,"a_science",5,"CAMEROON GCE ADVANCED LEVEL PURE MATHEMATICS WITH STATISTICS P2 SET 5","content/papers/pure-mathematics-with-statistics/set-5.md"
"Pure Mathematics with Statistics",advanced,upper_sixth,"a_science",6,"CAMEROON GCE ADVANCED LEVEL PURE MATHEMATICS WITH STATISTICS P2 SET 6","content/papers/pure-mathematics-with-statistics/set-6.md"
"Pure Mathematics with Statistics",advanced,upper_sixth,"a_science",7,"CAMEROON GCE ADVANCED LEVEL PURE MATHEMATICS WITH STATISTICS P2 SET 7","content/papers/pure-mathematics-with-statistics/set-7.md"
"Pure Mathematics with Statistics",advanced,upper_sixth,"a_science",8,"CAMEROON GCE ADVANCED LEVEL PURE MATHEMATICS WITH STATISTICS P2 SET 8","content/papers/pure-mathematics-with-statistics/set-8.md"
"Religious Studies",advanced,upper_sixth,"a_arts",1,"CAMEROON GCE ADVANCED LEVEL RELIGIOUS STUDIES P1 SET 1","content/papers/religious-studies/mcq-1.md"
"Religious Studies",advanced,upper_sixth,"a_arts",2,"CAMEROON GCE ADVANCED LEVEL RELIGIOUS STUDIES P1 SET 2","content/papers/religious-studies/mcq-2.md"
"Religious Studies",advanced,upper_sixth,"a_arts",3,"CAMEROON GCE ADVANCED LEVEL RELIGIOUS STUDIES P1 SET 3","content/papers/religious-studies/mcq-3.md"
"Religious Studies",advanced,upper_sixth,"a_arts",1,"CAMEROON GCE ADVANCED LEVEL RELIGIOUS STUDIES P2 SET 1","content/papers/religious-studies/set-1.md"
"Religious Studies",advanced,upper_sixth,"a_arts",2,"CAMEROON GCE ADVANCED LEVEL RELIGIOUS STUDIES P2 SET 2","content/papers/religious-studies/set-2.md"
"Religious Studies",advanced,upper_sixth,"a_arts",3,"CAMEROON GCE ADVANCED LEVEL RELIGIOUS STUDIES P2 SET 3","content/papers/religious-studies/set-3.md"
"Religious Studies",ordinary,form_5,"general, arts",4,"CAMEROON GCE ORDINARY LEVEL RELIGIOUS STUDIES P2 SET 4","content/papers/religious-studies/set-4.md"
"Religious Studies",ordinary,form_5,"general, arts",5,"CAMEROON GCE ORDINARY LEVEL RELIGIOUS STUDIES P2 SET 5","content/papers/religious-studies/set-5.md"
"Religious Studies",ordinary,form_5,"general, arts",6,"CAMEROON GCE ORDINARY LEVEL RELIGIOUS STUDIES P2 SET 6","content/papers/religious-studies/set-6.md"
"Religious Studies",ordinary,form_5,"general, arts",7,"CAMEROON GCE ORDINARY LEVEL RELIGIOUS STUDIES P2 SET 7","content/papers/religious-studies/set-7.md"
"Religious Studies",ordinary,form_5,"general, arts",8,"CAMEROON GCE ORDINARY LEVEL RELIGIOUS STUDIES P2 SET 8","content/papers/religious-studies/set-8.md"
"Special Bilingual Education French",advanced,upper_sixth,"a_arts",1,"CAMEROON GCE ADVANCED LEVEL SPECIAL BILINGUAL EDUCATION FRENCH P1 SET 1","content/papers/special-bilingual-education-french/mcq-1.md"
"Special Bilingual Education French",advanced,upper_sixth,"a_arts",2,"CAMEROON GCE ADVANCED LEVEL SPECIAL BILINGUAL EDUCATION FRENCH P1 SET 2","content/papers/special-bilingual-education-french/mcq-2.md"
"Special Bilingual Education French",advanced,upper_sixth,"a_arts",3,"CAMEROON GCE ADVANCED LEVEL SPECIAL BILINGUAL EDUCATION FRENCH P1 SET 3","content/papers/special-bilingual-education-french/mcq-3.md"
"Special Bilingual Education French",advanced,upper_sixth,"a_arts",1,"CAMEROON GCE ADVANCED LEVEL SPECIAL BILINGUAL EDUCATION FRENCH P2 SET 1","content/papers/special-bilingual-education-french/set-1.md"
"Special Bilingual Education French",advanced,upper_sixth,"a_arts",2,"CAMEROON GCE ADVANCED LEVEL SPECIAL BILINGUAL EDUCATION FRENCH P2 SET 2","content/papers/special-bilingual-education-french/set-2.md"
"Special Bilingual Education French",advanced,upper_sixth,"a_arts",3,"CAMEROON GCE ADVANCED LEVEL SPECIAL BILINGUAL EDUCATION FRENCH P2 SET 3","content/papers/special-bilingual-education-french/set-3.md"
"Special Bilingual Education French",ordinary,form_5,"arts",4,"CAMEROON GCE ORDINARY LEVEL SPECIAL BILINGUAL EDUCATION FRENCH P2 SET 4","content/papers/special-bilingual-education-french/set-4.md"
"Special Bilingual Education French",ordinary,form_5,"arts",5,"CAMEROON GCE ORDINARY LEVEL SPECIAL BILINGUAL EDUCATION FRENCH P2 SET 5","content/papers/special-bilingual-education-french/set-5.md"
"Special Bilingual Education French",ordinary,form_5,"arts",6,"CAMEROON GCE ORDINARY LEVEL SPECIAL BILINGUAL EDUCATION FRENCH P2 SET 6","content/papers/special-bilingual-education-french/set-6.md"
"Special Bilingual Education French",ordinary,form_5,"arts",7,"CAMEROON GCE ORDINARY LEVEL SPECIAL BILINGUAL EDUCATION FRENCH P2 SET 7","content/papers/special-bilingual-education-french/set-7.md"
"Special Bilingual Education French",ordinary,form_5,"arts",8,"CAMEROON GCE ORDINARY LEVEL SPECIAL BILINGUAL EDUCATION FRENCH P2 SET 8","content/papers/special-bilingual-education-french/set-8.md"
